grcode1,name1,detail of group 1,grcode2,name2,detail of group 2,grcode3,name3,detail of group 3,grcode4,name4,detail of group 4,no,generic name,syn name,detail of generic name,ประเภทยา,dosage,ED,คำแนะนำ,เงื่อนไข,คำเตือนและข้อควรระวัง,หมายเหตุ,Footnote,link file,Code ฉ.67,edit
2,Cardiovascular system ,,6,"Nitrates, calcium-channel blockers and other vasodilators",,3,Other vasodilators,,,,,1,Sildenafil (as citrate),,,,tab,ง,,"1. ใช้สำหรับผู้ป่วยภาวะ pulmonary arterial hypertension (PAH) ที่เกิดจากโรคหัวใจแต่กำเนิด (CHD) ชนิด  systemic-to-pulmonary shunt หรือโรค idiopathic pulmonary arterial hypertension (IPAH) หรือ  PAH associated with connective tissue disease (CNTD) และ
2. อยู่ใน WHO functional classification of PAH ≥ II และ
3. ได้รับการตรวจวินิจฉัยตามขั้นตอนวิธีที่ปรากฏในแนวทางเวชปฏิบัติ 
4. แนะนำให้หยุดยาเมื่อผลการประเมินทุก 3 เดือนมีอาการทรุดลงอย่างต่อเนื่องอย่างน้อย 2 รอบการประเมินเกณฑ์อาการทรุดลงหมายถึงการตรวจพบอย่างน้อย 2 ข้อต่อไปนี้คือ
     4.1 ตรวจร่างกายมีอาการแสดงของ progressive right heart failure
     4.2 WHO functional classification เพิ่มขึ้นกว่าเดิม
     4.3 6MWT ลดลงกว่าเดิม 25%
     4.4 Echocardiography พบลักษณะที่บ่งชี้ว่าอาการทรุดลงเช่น right atrium และ right ventricle โตขึ้นกว่าเดิม, right ventricular systolic pressure (RVSP) สูงขึ้นกว่าเดิม, RV dysfunction, TAPSE < 1.5 cm, RAP > 15 mmHg, CI ≤ 2 L/min/m2, pericardial effusion",,,,,S,
2,Cardiovascular system ,,7,Sympathomimetics ,,1,Inotropic sympathomimetics ,,,,,1,Dopamine hydrochloride,,,,sterile sol,ก,,,,,,,S,
2,Cardiovascular system ,,7,Sympathomimetics ,,1,Inotropic sympathomimetics ,,,,,2,Isoprenaline hydrochloride,Isoproterenol hydrochloride,,,sterile sol,ก,,,,,,,S,
2,Cardiovascular system ,,7,Sympathomimetics ,,1,Inotropic sympathomimetics ,,,,,3,Dobutamine hydrochloride,,,,sterile sol,ข,,,,,,,S,
2,Cardiovascular system ,,7,Sympathomimetics ,,2,Vasoconstrictor sympathomimetics ,,,,,1,Norepinephrine,Noradrenaline,,,sterile sol (as bitartrate or hydrochloride),ก,,,,,,,S,
2,Cardiovascular system ,,7,Sympathomimetics ,,2,Vasoconstrictor sympathomimetics ,,,,,2,Ephedrine hydrochloride,,,วัตถุที่ออกฤทธิ์ต่อจิตและประสาทประเภท 2,sterile sol,ค,,,,,,,S,
2,Cardiovascular system ,,7,Sympathomimetics ,,2,Vasoconstrictor sympathomimetics ,,,,,3,Midodrine Hydrochloride,,,ยากำพร้า,tab,ค,,ใช้สำหรับลดอาการ orthostatic hypotension ในผู้ป่วยโรคพาร์กินสัน,,,,,S,
2,Cardiovascular system ,,7,Sympathomimetics ,,2,Vasoconstrictor sympathomimetics ,,,,,4,Phenylephrine hydrochloride,,,,sterile sol (50 mcg/ml),ค,,"1. ผู้ป่วยผ่าตัดคลอดที่ได้รับ spinal anesthesia ที่มีภาวะความดันโลหิตต่ำ และหัวใจเต้นเร็ว
2. ผู้ป่วยโรคหัวใจและหลอดเลือดที่อาจเกิดผลเสียจากการลดลงของความต้านทานหลอดเลือดส่วนปลาย (systemic vascular resistance; SVR) ขณะให้การระงับความรู้สึก อาทิเช่น aortic stenosis, hypertrophic obstructive cardiomyopathy (HOCM)
3. ใช้เพิ่มความดันโลหิตของผู้ป่วยขณะที่อยู่ในเครื่องปอดหัวใจเทียมระหว่างการทำผ่าตัดหัวใจ
4. ใช้รักษาภาวะเขียวเฉียบพลัน (cyanotic spell) ในผู้ป่วยโรค Tetralogy of Fallot (โดยไม่จำเป็นต้องมีภาวะความดันโลหิตต่ำ)",,,,,S,
2,Cardiovascular system ,,7,Sympathomimetics ,,3,Drugs used in cardiopulmonary resuscitation ,,,,,1,Epinephrine,Adrenaline,,,sterile sol,ก,,,,,,,S,
2,Cardiovascular system ,,8,Anticoagulants,,,,,,,,1,Warfarin sodium,,,,tab,ค,,,,,,,S,
2,Cardiovascular system ,,8,Anticoagulants,,,,,,,,2,Heparin sodium,,,,sterile sol,ค,,,,,,,S,
2,Cardiovascular system ,,8,Anticoagulants,,,,,,,,3,Enoxaparin sodium,,,,sterile sol,ค,,"1. ใช้สำหรับ deep vein thrombosis และ pulmonary embolism
2. ใช้สำหรับ venous stroke และ cardioembolic stroke
3. ใช้กับผู้ป่วย acute coronary syndrome (ACS) ที่ต้องรับการรักษาด้วยวิธี Percutaneous Coronary Intervention",,ในกรณี ACS ที่มีแผนการรักษาแบบ conservative ให้ใช้ fondaparinux แทน,,,S,
2,Cardiovascular system ,,8,Anticoagulants,,,,,,,,4,Fondaparinux sodium,,,,sterile sol (2.5 mg/0.5 ml),ง,,ใช้สำหรับ acute coronary syndrome ที่ไม่ต้องทำ Percutaneous Coronary Intervention (conservative management),,,,,S,
2,Cardiovascular system ,,9,Antiplatelet drugs ,,,,,,,,1,Aspirin,Acetylsalicylic acid,,,tab/EC tab (เฉพาะ 75-325 mg),ก,,,,,,,S,
2,Cardiovascular system ,,9,Antiplatelet drugs ,,,,,,,,2,Clopidogrel bisulfate ,,,,tab,ค,,"1.  ใช้กับผู้ป่วยที่ใช้ aspirin ไม่ได้ หรือไม่ได้ผล (aspirin failure) เฉพาะกรณีที่ใช้ป้องกันโรคเกี่ยวกับหลอดเลือดหัวใจหรือสมองแบบทุติยภูมิ (secondary prevention)
2.  ให้ร่วมกับ aspirin หลังการใส่ขดลวดค้ำยันผนังหลอดเลือด (stent) เป็นระยะเวลาไม่เกิน 1 ปี
3.  ใช้ในกรณีผู้ป่วยโรคหลอดเลือดหัวใจที่ได้รับ aspirin แล้วยังเกิด acute coronary syndrome หรือ  recurrent thrombotic events
4.  ในกรณีที่ได้รับการวินิจฉัยอย่างชัดเจนแล้วว่าเป็น non-ST elevated acute coronary syndrome ให้ใช้ clopidogrel ร่วมกับ aspirin เป็นระยะเวลาไม่เกิน 1 ปี",,ระมัดระวังการใช้ยา clopidogrel ร่วมกับ aspirin เนื่องจากเพิ่มความเสี่ยงในการเกิดอาการเลือดออกได้มากกว่าการใช้ aspirin หรือ clopidogrel เพียงชนิดเดียว,,,S,
2,Cardiovascular system ,,9,Antiplatelet drugs ,,,,,,,,3,Dipyridamole,,,,sterile sol,ง,,ใช้สำหรับการตรวจวินิจฉัยเท่านั้น,,,,,S,
2,Cardiovascular system ,,9,Antiplatelet drugs ,,,,,,,,4,Eptifibatide,,,,sterile sol,ง,,ใช้ร่วมกับการรักษาด้วยสายสวนขยายหลอดเลือดหัวใจเท่านั้น,,,,,S,
2,Cardiovascular system ,,9,Antiplatelet drugs ,,,,,,,,5,Ticagrelor,,,,tab (เฉพาะ 90 mg) ,ง,,"ใช้ ticagrelor ร่วมกับ aspirin ขนาด 75-100 มก. โดยให้ใช้ ticagrelor เป็นเวลาไม่เกิน 1 ปี ในผู้ป่วย high-risk acute coronary syndrome (ACS) ที่รักษาด้วยวิธี Percutaneous Coronary Intervention (PCI) และเป็นไปตามเกณฑ์อย่างน้อยหนึ่งข้อ ดังต่อไปนี้ 
1.    ผู้ป่วย ST-Elevation Myocardial Infarction (STEMI) ที่ได้รับการทำ Primary PCI
2.    ผู้ป่วย NSTE-ACS ที่มี Grace risk score มากกว่า 140
3.    ผู้ป่วยที่แพ้หรือไม่ตอบสนองต่อ clopidogrel เช่น เกิด ACS หรือ stent thrombosis ในขณะที่ได้รับยา aspirin ร่วมกับ clopidogrel",,,,,S,
2,Cardiovascular system ,,10,Fibrinolytic drugs ,,,,,,,,1,Streptokinase,,,,sterile pwdr,ก,,,,,,,S,
2,Cardiovascular system ,,10,Fibrinolytic drugs ,,,,,,,,2,Alteplase,Recombinant tissue - type plasminogen activator,,,sterile pwdr,ง,,"1. ใช้สำหรับภาวะหลอดเลือดแดงส่วนปลายอุดตันที่เกิดจากลิ่มเลือด ในกรณีที่ผู้ป่วยแพ้ streptokinase หรือเคยได้รับ streptokinase ภายใน 6 เดือน
2. ใช้สำหรับ acute arterial ischemic stroke โดยแพทย์ผู้เชี่ยวชาญด้านประสาทวิทยา หรือ ประสาทศัลยแพทย์ หรือ แพทย์เวชศาสตร์ฉุกเฉิน สำหรับอายุรแพทย์ทั่วไปและแพทย์ทั่วไป สามารถสั่งได้ในโรงพยาบาลที่มีstroke unit ที่ได้รับการรับรองโดยสถาบันรับรองคุณภาพสถานพยาบาล (องค์การมหาชน) หรือ สถาบันประสาทวิทยา กรมการแพทย์ กระทรวงสาธารณสุข และได้รับการฝึกอบรมหรืออยู่ภายใต้เครือข่ายในการดูแลผู้ป่วยโรคหลอดเลือดสมองเท่านั้น

3. ใช้ในกรณีผู้ป่วยโรคหลอดเลือดหัวใจที่ได้รับ aspirin แล้วยังเกิด acute coronary syndrome หรือ recurrent  thrombotic events
4. ในกรณีที่ได้รับการวินิจฉัยอย่างชัดเจนแล้วว่าเป็น non-ST elevated acute coronary syndrome  (NSTE-ACS) ให้ใช้ clopidogrel ร่วมกับ aspirin เป็นระยะเวลาไม่เกิน 1 ปี
",,ระมัดระวังการใช้ยา clopidogrel ร่วมกับ aspirin เนื่องจากเพิ่มความเสี่ยงในการเกิดอาการเลือดออกได้มากกว่าการใช้ aspirin หรือ clopidogrel เพียงชนิดเดียว,,,S,
2,Cardiovascular system ,,10,Fibrinolytic drugs ,,,,,,,,3,Tenecteplase,,,,sterile pwdr,ง,,"1. ใช้สำหรับ ST elevation myocardial infarction (STEMI) ในกรณีที่ผู้ป่วยมีประวัติแพ้ยา Streptokinase หรือเคยได้ Streptokinase มาภายใน 6 เดือน 
2. ผู้ป่วยที่มีภาวะ anterior wall STEMI ร่วมกับมีภาวะ hemodynamic instability* ที่ไม่สามารถส่งทำ primary percutaneous coronary intervention (PCI) ภายใน 120 นาที 
*ภาวะ Hemodynamic instability หมายถึงข้อใดข้อหนึ่งดังต่อไปนี้
1. Systolic blood pressure ≤ 90 mmHg หรือมีอาการ อาการแสดงของเลือดไปเลี้ยงอวัยวะส่วนต่างๆ ไม่เพียงพอ
2. มีภาวะ acute decompensated heart failure ที่เกิดจาก extensive anterior wall myocardial infarction",,,,,S,
2,Cardiovascular system ,,11,Hemostatics ,,,,,,,,1,Tranexamic acid ,,,,sterile sol,ก,,,ใช้กับผู้ป่วยที่ประสบอุบัติเหตุและมีภาวะเลือดออกรุนแรง การให้ยาภายใน 3 ชั่วโมงมีประสิทธิผลในการลดอัตราการเสียชีวิต แต่การให้ยาหลังจาก 3 ชั่วโมงอาจเพิ่มอัตราการเสียชีวิตจากภาวะเลือดออก ,การใช้ tranexamic acid ไม่สามารถทดแทนการรักษาที่จำเป็นอื่นๆ ได้ เช่น การให้เลือด เป็นต้น,,,S,
2,Cardiovascular system ,,11,Hemostatics ,,,,,,,,2,Tranexamic acid ,,,,cap,ค,,,"1.  ใช้ในทางทันตกรรมเฉพาะกรณีห้ามเลือดด้วยวิธีปกติแล้วไม่ได้ผล
2.  ใช้ก่อนทำหัตถการในช่องปากในผู้ป่วยที่มีแนวโน้มเลือดออกแล้วหยุดยาก
3.  ใช้สำหรับภาวะระดูมากผิดปกติ (menorrhagia)",,,,S,
